gene,Length,Nonsyn_v,Syn_v,Tissuespe,Expr,Reptime,HIc,GC,ALL_tr_length,CO_tr_length,ALL_tr_count,CO_tr_count,NC_tr_count,NC_mut_rate,HI,REC,CONS,RVIS,GDI,NET
RGS21,0.479,8,0,0,1.23814,860,-26,32.78,50294,50294,1,1,0,0.000005679,0.000001,0.000001,0.000001,0.147123112,1.55175,0.11437136
SRFBP1,1.33,33,14,0,0.70781,809,-4,36.16,60850,66659,2,1,1,0.000003773,0.09344,0.13743,-1.611245269,1.021500656,4.21623,0.27547863
SPRR1A,0.275,4,2,1,4.26723,748,28,61.85,1001.5,1001.5,2,2,0,0.000003993,0.0915,0.13645,0.000001,0.235309407,0.3569,0.133996034
C10orf99,0.261,7,2,1,2.16191,860,-17,48.37,10162,11557,2,1,1,0.000003532,0.000001,0.000001,0.000001,0.103030231,0.72526,0.000001
SPRR1B,0.275,5,5,1,6.8729,704,30,42.67,984.5,984.5,2,2,0,0.000003878,0.08205,0.12774,0.000001,0.103030231,3.55565,0.070212988
CKS2,0.255,4,3,0,1.63101,627,15,38.43,5506,5506,1,1,0,0.000002505,0.95198,0.22085,0.000001,0.035072054,0.03814,0.781199836
PPP1R13B,3.358,46,39,0,7.12218,320,39,44.51,40621.35294,71180.75,18,4,14,0.000002633,0.15897,0.10945,2.073699165,-1.789497337,2.67866,0.607787504
RCE1,1.03,6,14,0,16.28594,187,29,60.51,2139.666667,3011,9,3,6,0.000001944,0.41891,0.14036,2.05185157,-0.405853867,3.32952,0.583614911
VPRBP,4.475,24,21,0,5.49963,415,40,43.34,58249.5,67888,5,3,0,0.000002255,0.08318,0.09605,4.352850205,0.000001,0.69858,0.622269374
MAMSTR,1.293,12,10,0,16.3542,190,44,57.95,4679.833333,4971.857143,7,7,0,0.00000269,0.000001,0.000001,1.059193557,-0.227663163,2.43582,0.144721687
PPAPDC3,0.826,15,11,0,7.45091,213,50,54.56,10601.5,10601.5,2,2,0,0.000002588,0.000001,0.000001,1.477574103,-0.291981272,1.35503,0.080629155
PPAPDC2,0.893,18,6,0,2.24825,673,12,47.55,2959,2959,1,1,0,0.000002308,0.000001,0.000001,1.082894623,0.194852702,5.99006,0.21489252
PDHA2,1.172,22,12,0,0.16119,968,-25,47.39,1387,1387,1,1,0,0.000005389,0.2577,0.27498,0.001118947,0.332586472,3.66167,0.980655589
PDHA1,1.368,0,1,0,0.000001,0.000001,0.000001,44.45,8323.727273,12316.44444,13,9,4,0.000002707,0.27813,0.5595,1.940435196,0.170987912,4.11483,0.99662955
IKBKAP,4.179,73,28,0,3.36944,471,9,39.91,41926,65956.5,4,2,2,0.000002244,0.61725,0.55289,-0.20644166,0.837675873,20.53278,0.931918987
PCBD2,0.413,2,3,1,7.27517,696,49,42.21,68491.5,60456.5,4,2,2,0.000001685,0.13867,0.0987,0.000001,0.079165052,0.19297,0.855066696
NDNL2,0.92,13,8,0,2.42355,885,-39,50.62,1681,1681,1,1,0,0.000004316,0.09755,0.11283,1.760409271,0.505321956,5.86917,0.541437556
PCBD1,0.335,4,0,1,3.27428,592,29,51.19,4406,5275,3,1,2,0.000001843,0.30026,0.23021,0.000001,0.013025609,0.42934,0.973294905
TMIE,0.491,9,4,1,2.98503,495,41,58.59,9554,9554,1,1,0,0.000001717,0.19032,0.10485,0.000001,-0.163345027,0.95535,0.11437136
DOC2A,1.253,27,18,0,0.000001,0.000001,0.000001,55.16,5633.941176,4859.111111,17,9,8,0.000001,0.29685,0.10952,0.624738554,-0.556537043,7.05864,0.554083189
RCC2,1.629,14,20,0,3.99978,210,28,51.68,21353,31425.5,3,2,1,0.000002794,0.000001,0.000001,2.526906445,-0.670411825,2.76762,0.644043504
DOC2B,0.953,1,4,0,0.000001,0.000001,0.000001,56.44,21624.5,25618,2,1,1,0.000001,0.22422,0.11084,0.000001,0.000001,1.54921,0.217473103
UNCX,1.611,5,5,0,7.48119,384,40,67.23,4412,4412,1,1,0,0.000003359,0.000001,0.000001,2.159830623,0.000001,1.06889,0.578795627
AMTN,0.67,14,5,0,2.64427,861,27,37.58,14066.5,14066.5,2,2,0,0.000003171,0.04477,0.05467,0.110072279,1.304504747,7.9481,0.05171543
DUSP10,1.464,21,22,0,0.37303,599,2,41.35,33705.66667,39162,6,3,3,0.000004898,0.71559,0.1525,1.948161565,-0.490397599,1.12434,0.983835715
FAM19A2,0.416,5,0,0,1.36152,930,-44,36.8,234148.75,410609.7143,16,7,9,0.000005639,0.48543,0.09934,0.000001,0.21326276,0.56478,0.105317916
DUSP12,1.053,16,6,0,4.47958,504,29,39.87,4237,7393,5,1,4,0.000003361,0.14009,0.17197,0.246724555,-0.137658575,1.55715,0.939733369
MYBL1,2.339,22,11,1,3.29076,140,37,36.72,27825,49303,6,3,3,0.000003279,0.84106,0.1964,0.66143784,-0.290161348,1.87897,0.614502405
DUSP11,1.179,9,9,0,10.51432,404,37,40.29,13120.5,12180.75,6,4,2,0.000002229,0.17953,0.0968,1.904052265,0.215080722,0.6892,0.970012941
FAM19A1,0.422,3,3,1,1.21492,954,-14,38.15,417143,540409,3,2,1,0.000004344,0.48906,0.11262,0.000001,-0.075159878,0.22442,0.183577943
RCC1,1.409,14,13,0,0.000001,0.000001,0.000001,50,20679.75,24238,12,10,2,0.000001,0.000001,0.000001,1.782337752,-0.558357437,1.28193,0.999797736
FAM19A4,0.448,9,3,0,2.63741,842,-15,39.58,190249,190249,2,2,0,0.000003795,0.09818,0.0924,0.000001,0.058937498,0.99929,0.115912881
MYBL2,2.173,19,20,0,3.82727,276,24,49.88,49272.5,49272.5,2,2,0,0.000003498,0.97546,0.25596,2.316611763,0.178263593,7.02045,0.999845116
FAM19A3,0.53,14,4,0,5.59669,325,27,50.43,6738,6738,2,2,0,0.000002215,0.000001,0.000001,1.444096165,0.903992902,2.63649,0.121637277
FAM19A5,0.515,6,5,1,0.11714,952,-88,54.37,205902,213868.5,5,4,1,0.000005528,0.000001,0.000001,1.660355692,0.347360312,0.48609,0.122493745
DUSP18,0.572,17,3,0,7.23012,330,56,47.98,10181.4,8604.666667,10,6,4,0.000001963,0.21984,0.11923,-0.497743065,-0.183570861,0.88673,0.11437136
DUSP19,0.674,15,6,0,3.50474,524,20,38.15,18501,19294,3,2,1,0.000003927,0.10285,0.11721,0.000001,0.082802743,1.8544,0.864256825
DUSP13,1.483,35,14,0,2.23189,298,40,54.85,10967.35714,9822.8,15,10,5,0.000001853,0.24878,0.09203,0.000001,1.423841958,14.71123,0.657103304
DUSP14,0.602,7,8,0,5.4131,201,29,46.28,16436.66667,16436.66667,3,3,0,0.000002797,0.52392,0.1391,1.153426088,-0.295622497,1.02593,0.683114491
DUSP15,0.743,9,5,1,10.15946,241,37,53.94,9265.5,9770.625,10,8,2,0.000003283,0.000001,0.000001,1.133498332,0.000001,3.52355,0.065780682
KAL1,2.113,1,1,1,0.000001,0.000001,0.000001,39.59,69971.33333,203313,3,1,2,0.000002445,0.49441,0.20646,0.135575658,0.154398214,1.54319,0.764261904
DUSP16,2.028,23,18,0,7.48543,157,30,40.28,46469.5,52738.75,6,4,2,0.000002467,0.8161,0.12143,1.238868283,-0.775187015,7.59718,0.936573635
ALDH4A1,1.767,47,33,0,6.426,453,27,55.04,22617.16667,26528.6,6,5,1,0.000002052,0.72198,0.21304,-0.396467481,0.207589927,6.37244,0.9386597
LFNG,1.477,18,12,1,7.83535,226,47,62.83,9587.166667,10848.8,6,5,1,0.000002722,0.27035,0.18936,0.901329093,-0.045835247,0.80311,0.685416609
SPPL3,1.21,7,5,0,14.10077,392,45,40.88,71422.22222,104273.8333,9,6,3,0.00000268,0.000001,0.000001,2.636543321,-0.207437529,0.1484,0.404376441
CYP46A1,1.578,5,7,0,3.75738,250,21,47.28,24975.75,31177.4,8,5,3,0.000002461,0.15713,0.3507,3.3493956,-0.317668748,1.11543,0.307483655
IGFL4,0.395,5,2,0,9.97099,261,31,41.68,20147.75,19270,4,2,2,0.00000222,0.000001,0.000001,0.000001,0.347360312,3.23823,0.11437136
DUSP23,0.463,6,0,0,8.01453,497,6,59.37,1579,1579,3,3,0,0.000004042,0.18842,0.12378,0.000001,0.000001,5.60058,0.941562204
DUSP22,0.705,19,10,0,2.24772,684,46,47.53,45813.8125,53651.11111,16,9,7,0.000006632,0.19715,0.15782,-0.754059351,0.284856336,5.59092,0.999933481
HBA2,0.444,0,1,1,12.67639,220,36,67.25,746.75,842.5,4,2,2,0.000003669,0.08099,0.20275,2.585009074,0.000001,0.16774,0.539175613
DUSP21,0.578,1,0,0,0.000001,0.000001,0.000001,50.96,882,882,1,1,0,0.000002149,0.04568,0.08746,1.087145647,0.215080722,0.50501,0.539175613
HBA1,0.444,0,2,1,12.67639,220,36,67.26,753,831,4,2,2,0.000003669,0.1289,0.14878,2.760319397,0.000001,0.09996,0.539175613
PRPSAP1,1.208,5,10,0,16.22536,209,24,48.2,28019,43482.16667,12,6,6,0.000002246,0.0653,0.12366,1.943980366,-0.449946534,0.74921,0.930112027
PRPSAP2,1.16,10,11,0,7.92064,224,1,44.41,40668.2963,42764.88235,27,17,10,0.000003788,0.07357,0.08744,2.194933891,-0.227663163,0.36462,0.256804005
CDC42BPG,4.841,87,53,0,27.40031,204,61,60.84,6168,21183,4,1,3,0.000002155,0.12008,0.10369,1.424352996,-1.464556369,9.25649,0.908279394
DUSP28,0.541,4,0,0,6.45026,485,28,53.35,2691,3837,5,2,3,0.000002833,0.21695,0.12783,1.987665877,0.000001,2.98903,0.081745648
DUSP26,0.651,15,10,1,0.91655,610,11,52.92,7058.666667,7058.666667,3,3,0,0.000005081,0.20217,0.12218,0.363057571,-0.293801652,1.03945,0.837923588
DUSP27,3.502,71,35,0,2.87664,611,-1,44.81,26719.25,34556.66667,4,3,1,0.000004161,0.000001,0.000001,-0.836473496,0.973628696,8.48218,0.135320128
CDC42BPA,5.34,59,35,0,2.90976,481,-2,36.66,160674.3077,233409.2727,15,11,4,0.000002574,0.34666,0.16052,2.307891944,-1.543300564,9.45755,0.655041337
IGFL1,0.353,9,1,1,11.50094,196,22,56.3,1492,1492,1,1,0,0.000002254,0.000001,0.000001,0.000001,0.681699246,3.03435,0.11437136
IGFL2,0.437,7,1,0,11.77162,249,28,40.54,9529.4,9070.333333,5,3,2,0.000002235,0.000001,0.000001,0.000001,-0.229483771,0.20483,0.067558102
TRAFD1,1.804,22,11,0,7.3014,239,40,44.88,18527.33333,20737.4,9,5,4,0.00000223,0.07103,0.09821,1.065094108,-0.201976964,2.4405,0.000571281
IGFL3,0.398,4,3,0,11.77162,249,28,38.92,4604,4604,1,1,0,0.000002235,0.000001,0.000001,0.000001,0.369407109,0.89709,0.144162519
CDC42BPB,5.321,51,53,0,8.24377,286,43,48.97,23744.25,50298.33333,8,3,5,0.000002176,0.2485,0.11601,3.050464751,-3.291569382,2.75671,0.436516943
U2SURP,3.23,14,18,0,0.000001,0.000001,0.000001,38.45,27156.61111,38011.875,18,8,10,0.000001,0.000001,0.000001,3.829181286,-0.912929826,1.08967,0.11437136
SIMC1,1.419,23,7,0,5.32154,427,25,42.19,62480.72727,84372,11,5,6,0.000001,0.11144,0.08199,0.000001,-0.580403979,4.58624,0.000001
SMAP2,1.451,15,9,0,7.18633,438,37,41.95,38903.8,48281.5,5,4,1,0.000002154,0.35421,0.10694,1.253384262,-0.293801652,2.56135,0.355913848
SMAP1,1.645,15,8,0,1.69371,764,11,37.73,115302.6,128317.3333,6,6,0,0.000003111,0.000001,0.000001,1.134350749,-0.071520316,7.47505,0.380240719
EVI5,2.523,28,14,0,4.88549,506,4,38.19,135299.6667,282050,9,3,6,0.000002157,0.31005,0.10649,1.431544963,0.178263593,9.26773,0.763897069
IL1RAP,2.507,22,15,0,1.39316,398,0,37.94,88264.38889,111046.3333,19,12,7,0.000003711,0.79429,0.22309,1.452356937,-0.644723694,2.80728,0.994356391
BHLHE41,1.474,4,8,0,1.51502,396,15,49.04,2275,5102,3,1,2,0.000002997,0.000001,0.000001,2.339020031,0.000001,10.11886,0.961569134
SDK2,6.744,90,93,0,1.82941,571,-22,52.3,135092.1667,232042.3333,6,3,3,0.000002638,0.41261,0.12096,0.484546363,-2.470675891,9.29974,0.263777773
SDK1,6.945,161,126,1,0.4806,954,-23,43.12,236957.4444,646581,9,3,6,0.000003915,0.23874,0.11227,-0.832554313,-4.629838752,8.09023,0.235657039
IGFN1,11.242,121,56,1,5.72258,333,23,52.47,22445.5,29431.5,7,4,3,0.00000247,0.12425,0.10243,0.000001,6.487063031,23.82839,0.113380945
PLXDC1,1.573,31,9,1,14.52583,212,26,50.87,48171.9,64422.25,22,8,14,0.000002544,0.15764,0.12678,0.097854508,-0.021969881,5.24466,0.46311099
PLXDC2,1.66,19,15,0,0.19386,1014,-10,37.34,391591.6667,468868.5,3,2,1,0.000005664,0.46149,0.10853,1.563514751,0.531004228,1.99411,0.351285812
UROC1,2.316,45,27,1,2.89633,508,52,54.34,36196,36196,2,2,0,0.000002916,0.10659,0.13811,-0.050134817,0.319642692,5.10863,0.887488975
FATE1,0.577,1,0,1,0.000001,0.000001,0.000001,48.31,6902.5,6902.5,2,2,0,0.000003797,0.0844,0.1037,0.000001,-0.161524709,4.8739,0.707623709
ABHD8,1.34,13,10,0,8.42088,211,43,54.9,7525.666667,7525.666667,3,3,0,0.000002723,0.25898,0.1105,2.716485249,-0.203796826,5.7274,0.331176999
ABHD6,1.054,13,5,0,6.11196,221,43,45.11,31877.71429,45963,7,4,3,0.000002068,0.04853,0.4186,0.304438307,-0.494039303,0.86201,0.179230319
ABHD5,1.085,16,13,0,1.03561,437,33,40.26,15015.28571,14658.75,7,4,3,0.000002283,0.10023,0.16275,-0.759787069,-0.424258538,1.94414,0.282681496
ABHD4,1.064,22,15,0,9.75314,380,49,48.25,8041.7,8585,10,4,6,0.000002449,0.31924,0.11145,-0.072801535,-0.979072682,0.88292,0.804191475
DPYS,1.605,28,21,1,0.3971,972,15,41.53,37297.5,41203.66667,8,3,5,0.000006463,0.14479,0.30292,-1.381159716,-1.043396569,3.87475,0.856907269
ABHD3,1.275,14,11,0,2.69726,244,57,42.45,30686.3,36667,10,5,5,0.000003004,0.57616,0.10262,0.800096787,-0.203796826,1.58009,0.283671291
AZIN1,1.397,13,10,0,6.8956,171,54,40.82,24159.5,30536,10,5,5,0.000002862,0.69128,0.11497,0.770077602,-0.359940251,0.65447,0.834796775
ABHD2,1.323,12,10,0,6.39252,388,22,44.01,55668.54545,80147.5,11,6,5,0.00000276,0.19174,0.12265,1.614805648,-0.025608647,1.24066,0.695025268
ABHD1,1.263,34,12,1,12.14097,238,50,50.81,5498.666667,6497.5,6,2,4,0.000001982,0.02466,0.08409,-0.89483745,-0.110153916,6.67558,0.11437136
AMPH,2.193,34,22,0,1.6708,639,7,39.15,115485.25,205397,10,4,6,0.000004507,0.23196,0.19053,0.188591576,0.225995239,5.20472,0.95015334
DDX19A,1.497,5,10,0,11.26886,134,44,46.27,15676.13333,20711.75,16,4,12,0.000003605,0.24809,0.11676,2.834944952,-0.139478553,0.52,0.984545551
DDX19B,1.577,9,10,0,13.17982,139,47,45.56,32211.0625,38279.375,16,8,8,0.000003513,0.1986,0.61718,2.541633972,0.03871034,2.95514,0.976448983
PKD2,2.982,31,21,0,4.35445,367,21,40.51,29627.28571,40782.66667,7,3,4,0.000002491,0.86513,0.31355,0.556969668,-0.707227564,7.85632,0.821243995
PKD1,13.142,255,200,0,16.96923,224,41,63.1,5723.461538,23885.6,40,5,35,0.000002004,0.000001,0.000001,2.503869061,0.000001,10.50526,0.617506879
CNST,2.243,34,18,1,4.16573,346,4,41.32,83289.5,83788.66667,4,3,1,0.000003619,0.3815,0.08328,-0.13210612,0.75875178,4.24447,0.889787952
AIMP1,1.046,17,5,0,1.58895,711,5,36.71,28828.5,28828.5,4,4,0,0.000003453,0.09329,0.15941,-0.352188527,0.084621747,6.42379,0.477452583
AIMP2,0.983,29,12,0,0.000001,0.000001,0.000001,46.93,12356.25,14487.66667,4,3,1,0.000001,0.000001,0.000001,0.732618262,-0.356299879,3.31806,0.578261278
SDHA,2.07,40,38,0,10.40169,530,24,46.07,17312.26316,28143.6,19,5,14,0.000006384,0.000001,0.000001,0.099797162,-0.857930839,6.69421,0.982679056
SDHB,0.883,10,7,0,6.78965,221,52,43.51,20031.75,35449,8,1,7,0.000003682,0.40522,0.63579,1.056389499,0.527368849,2.67455,0.986750555
CNTF,0.613,17,7,0,2.84768,644,2,41.59,3053,3053,1,1,0,0.000004347,0.000001,0.000001,0.000001,0.41713504,3.17274,0.913796382
BNC2,3.335,52,24,0,0.3733,534,-14,38.9,300442.75,286622.3636,12,11,1,0.000003395,0.60614,0.12171,0.84236506,0.631940882,4.19343,0.330013722
SDHC,0.647,5,4,0,7.43182,293,35,42.28,42003.66667,48405.2,9,5,4,0.000003388,0.21642,0.35425,0.000001,0.391453969,0.19645,0.994424088
SDHD,0.623,5,3,1,3.89805,179,31,41.79,37225.08333,12593.33333,8,6,2,0.000002046,0.20501,0.6166,0.000001,0.457594962,1.64674,0.746471406
BNC1,3.01,45,20,1,2.06688,679,11,41.86,27394,27394,2,2,0,0.000003423,0.23181,0.14442,-0.242202458,-1.280491183,2.89461,0.746584994
SLFN12,1.752,27,10,0,7.63419,456,18,37.97,13356,17329.6,8,5,3,0.00000281,0.04183,0.06956,0.652562125,1.332002318,2.85286,0.050773323
SECISBP2L,3.396,37,19,0,3.72654,382,9,36.79,20002.54545,40633.6,11,5,6,0.000002411,0.000001,0.000001,1.319256123,-0.929520514,7.45523,0.141478602
SLFN13,2.714,52,20,0,7.63419,456,18,41.71,7326.25,8247.333333,12,9,3,0.00000281,0.05976,0.06727,-0.208326449,2.763559657,8.1348,0.083524451
AMOT,3.31,1,1,0,0.000001,0.000001,0.000001,41.97,44154.5,49476,6,5,1,0.000004545,0.37835,0.0949,-0.102940459,0.222355725,3.73924,0.96382803
DPYD,3.237,67,15,0,0.64696,807,-6,35.09,274053.2,424616.6667,5,3,2,0.000003844,0.29965,0.38628,-0.380787155,1.431149089,8.23273,0.930517383
SLFN11,2.726,40,16,0,7.61918,456,11,39.26,10125.92308,11863.5,13,10,3,0.000002816,0.000001,0.000001,0.608058349,0.093718683,2.89331,0.46776941
SLFN14,2.759,25,6,0,0.000001,0.000001,0.000001,42.48,9974,9974,1,1,0,0.000001,0.000001,0.000001,0.000001,2.706654586,14.13377,0.309805933
MPZL3,0.738,14,6,0,8.05791,211,41,40.94,23711,23992.33333,4,3,1,0.00000217,0.17771,0.09333,-0.191049897,0.505321956,5.1849,0.246209461
GNA13,1.154,10,12,0,8.11904,401,12,40.35,44056,44056,2,2,0,0.00000283,0.22564,0.12009,3.021833768,0.082802743,2.03756,0.968672388
GNA14,1.103,17,21,0,1.8093,608,-10,42.21,116395,225229,2,1,1,0.000002618,0.31433,0.1399,0.958827494,-0.134019284,2.03082,0.236978609
MPZL1,0.84,11,1,1,5.463,319,16,41.24,38948,56774.5,11,4,7,0.000002865,0.000001,0.000001,0.683226948,-0.317668748,0.35883,0.923548933
GNA15,1.16,14,14,1,9.08206,241,21,52.55,16315,27577,3,1,2,0.000002655,0.000001,0.000001,1.297731381,-0.490397599,2.18376,0.766020858
MPZL2,0.673,15,8,1,8.05791,211,41,38.8,5454,9253,7,2,5,0.00000217,0.27645,0.20477,-0.59237104,-0.049474214,2.34305,0.131543037
GNA11,1.115,7,20,0,10.00335,173,25,61.66,9413.857143,18795,7,2,5,0.000002675,0.47544,0.17658,3.688801396,-0.137658575,0.96949,0.752631187
GNA12,1.61,12,13,0,7.64046,392,30,45.87,59151.11111,67592.83333,10,6,4,0.000002812,0.13269,0.21177,2.130495861,-0.471992905,0.518,0.995927251
SLC22A18AS,0.772,5,2,1,5.52601,256,34,59.08,10897,10897,3,3,0,0.00000312,0.000001,0.000001,0.000001,1.879670682,2.40945,0.11437136
GPAT2,2.493,22,11,0,7.92288,366,33,55.41,10330.72727,11491.4,11,5,6,0.000003293,0.000001,0.000001,3.300964759,0.000001,2.68731,0.123261919
PRKCSH,1.688,32,19,0,12.55985,265,32,56.85,5915.571429,10306.63636,22,11,11,0.00000241,0.16464,0.13839,0.430938108,-0.885424753,14.60095,0.927315234
TAMM41,1.054,20,13,0,2.29249,423,35,42.11,29400.18182,50765,11,3,8,0.000001,0.000001,0.000001,-0.359584369,-0.069700725,8.01085,0.11437136
PACSIN1,1.38,13,11,0,8.88245,207,32,51.35,31908,52839,6,3,3,0.000002417,0.29818,0.20704,2.594551582,-0.137658575,2.26081,0.967775173
PACSIN3,1.32,29,15,1,12.40468,184,31,59.66,5949.636364,5656.2,11,10,1,0.000001941,0.49122,0.20173,0.722399627,-0.532670911,6.23032,0.849241223
PACSIN2,1.511,13,25,1,6.27533,222,56,48.59,91973.7,100297.1111,11,9,2,0.000002338,0.24823,0.20703,2.298668142,0.044168103,3.41008,0.736270434
COCH,1.708,18,13,0,4.28678,454,11,39.92,10566.33333,13114.25,12,8,4,0.000002461,0.53303,0.13199,1.758956774,0.286674996,9.93783,0.545165642
ZNF8,1.748,36,19,0,15.46372,406,-39,48.3,16937.5,16937.5,1,1,0,0.000003039,0.18845,0.09595,-0.029760072,-0.574945567,1.08396,0.321844328
ZNF7,2.319,30,19,0,14.54261,384,20,50.93,13798.33333,15291.09091,19,11,8,0.000003602,0.16768,0.09805,0.076166474,-1.03976177,1.31036,0.669318746
ZNF3,1.491,20,10,0,15.03181,254,41,48.95,9184.066667,10218.8,15,10,5,0.000002973,0.50927,0.09485,0.65298626,-0.336073593,6.19689,0.993512259
ZNF2,1.34,19,9,1,2.23452,616,24,44.65,17661,17661,5,5,0,0.000005091,0.1681,0.13024,0.982415873,-0.624497208,0.70458,0.240386211
TMA7,0.215,3,2,1,14.01411,263,32,47.75,2882,3950,3,1,2,0.000001,0.000001,0.000001,0.000001,0.057118534,0.08159,0.000001
RCL1,1.193,25,9,1,2.38716,573,26,42.85,35383.44444,34959.42857,9,7,2,0.000002287,0.51781,0.11461,0.299643478,0.396906589,3.04508,0.434815257
EVC2,4.037,74,43,0,0.69455,688,19,45.06,154345.6,152892,5,3,2,0.000003546,0.11712,0.13432,-1.268356522,-0.064465206,10.16936,0.635482383
TIMELESS,3.767,92,26,0,27.93663,184,61,46.62,17948.16667,32185,6,3,3,0.000002294,0.32396,0.2043,-0.701851052,0.372852703,21.74053,0.697407325
AMN1,0.812,4,5,0,3.1393,228,11,40.55,37684.25,43515.33333,12,9,3,0.00000314,0.16099,0.10863,1.199866572,-0.09720619,0.303,0.416797228
SSC5D,4.868,22,12,0,0.000001,0.000001,0.000001,54.52,11580.4,13385.5,5,4,1,0.000001,0.000001,0.000001,0.000001,3.778595825,18.68079,0.11437136
TM4SF18,0.631,14,6,1,5.29009,254,8,37.76,10350,13172.33333,5,3,2,0.000002894,0.000001,0.000001,0.000001,-0.183570861,0.50301,0.512586216
COBL,4.076,71,48,1,1.33439,509,-22,43.44,195563,217673.875,9,8,1,0.000004086,0.36124,0.11214,-0.178070343,0.554715755,5.45703,0.525030275
TM4SF19,0.753,15,2,0,11.64213,231,36,48.66,14381.2,12403.5,4,4,0,0.000005442,0.000001,0.000001,0.424923625,0.903992902,3.89757,0.041484141
CXXC4,1.114,3,4,0,0.18498,982,18,35.32,18544.5,22853,4,2,2,0.000004501,0.53604,0.11809,2.281312155,-0.009020804,2.14793,0.176805074
CXXC5,0.979,7,8,0,6.5973,244,42,58.2,20992.1875,23795.42857,16,14,2,0.000001644,0.44111,0.10324,2.298039026,-0.317668748,0.41539,0.926915147
CXXC1,2.058,19,15,0,2.47194,379,68,59.29,2444.941176,4126.5,17,6,11,0.00000268,0.14457,0.11614,3.696580307,-0.934977358,1.57403,0.993510739
PRUNE2,9.362,150,73,0,1.7873,851,-15,41.04,76615.42857,134698.625,15,8,7,0.00000286,0.07279,0.07799,0.615699891,2.779178029,22.38246,0.333711209
DPCR1,4.197,27,13,1,24.83101,261,36,47.66,8803.875,9187,3,2,0,0.000002556,0.02486,0.04424,-2.09339394,2.82059222,8.39231,0.000391172
SDF4,1.235,14,26,1,23.56409,196,27,61.35,9148.285714,12890.25,8,4,4,0.000003781,0.10366,0.35502,1.592065539,-0.598810865,2.26829,0.928679634
UNKL,2.46,30,14,0,12.11641,215,40,57.82,15625.63158,22862.5,19,10,9,0.00000255,0.000001,0.000001,-0.931950431,0.000001,2.9076,0.961006089
SDF2,0.651,4,4,0,16.51143,225,31,47.11,10473.1,10206.5,10,2,8,0.000002224,0.2424,0.12959,2.230012963,0.325313577,1.97343,0.757951695
ERCC6L,3.763,2,0,0,0.000001,0.000001,0.000001,43.97,34378,34378,2,2,0,0.000001,0.33669,0.09735,1.576412313,-0.176292081,2.27878,0.583248786
RPEL1,0.692,5,2,0,0.000001,0.000001,0.000001,0.000001,2130,2130,1,1,0,0.000001,0.000001,0.000001,0.000001,0.000001,1.86735,0.000001
THSD7B,4.868,65,30,0,0.11902,824,-16,37.67,474368.8571,750314.25,7,4,3,0.000006465,0.33549,0.08669,1.554625555,0.000001,13.99787,0.099456498
THSD7A,5.109,79,44,0,1.38176,906,-11,35.51,169619,461841,4,1,3,0.000005004,0.27361,0.08944,-0.809035068,-1.308377521,10.88292,0.23664766
PAGR1,0.78,8,4,0,0.000001,0.000001,0.000001,0.000001,7157,4041,2,1,1,0.000001,0.20386,0.24282,0.000001,0.000001,0.71504,0.000001
COA5,0.24,4,0,0,2.60302,696,39,42.89,6621.8,7658.5,5,2,3,0.000001,0.000001,0.000001,0.000001,0.057118534,0.18509,0.11437136
THSD1,2.579,34,21,0,3.84523,370,28,43.72,29080.33333,29080.33333,3,3,0,0.000003093,0.12102,0.11156,1.613069013,0.091899012,5.54928,0.118556759
COA6,0.393,8,1,0,2.4758,299,10,44.99,10434.33333,10434.33333,3,3,0,0.000001,0.000001,0.000001,0.000001,0.369407109,0.887,0.000001
COA7,0.711,8,3,0,6.78946,261,27,46.05,11019,11531,2,1,1,0.000001,0.000001,0.000001,0.000001,0.237127192,7.78373,0.000001
THSD4,3.219,58,31,0,3.12827,505,3,42.5,321892.1667,519919.3333,6,3,3,0.000002464,0.22789,0.13745,-0.138061978,-0.942503278,5.4182,0.192406188
MILR1,0.289,6,2,0,13.06314,184,23,45.83,13634.16667,13634.16667,4,2,0,0.000001,0.04185,0.07188,0.000001,0.000001,10000,0.11437136
TM4SF20,0.71,18,4,0,2.48187,164,18,41.12,9960.5,9960.5,2,2,0,0.000003003,0.11504,0.08353,-0.969637913,0.705562627,2.12324,0.23091223
SDE2,1.391,23,9,0,9.23085,239,20,40.61,16630,16630,1,1,0,0.000001,0.000001,0.000001,0.000001,0.064394823,1.57434,0.000001
E2F1,1.349,13,10,0,7.1035,161,55,55.5,10722,10722,1,1,0,0.000002368,0.99293,0.79067,1.251191344,0.306902668,2.6316,1
E2F2,1.349,20,11,0,10.50775,159,32,51.66,13914.5,24791,2,1,1,0.000001796,0.35536,0.19467,2.249915139,1.218120595,11.98253,0.873295721
E2F3,1.456,12,8,0,1.38711,568,7,42.72,90650,90650,2,2,0,0.000002598,0.86757,0.09637,2.815284053,0.349177632,2.40597,0.992579663
CHURC1,0.443,7,2,0,5.15337,275,41,41.09,19595.44444,20791.5,9,8,1,0.000001985,0.17982,0.12378,0.000001,0.503505267,1.07258,0.539175613
SLURP1,0.327,5,5,0,4.27585,373,34,63.62,1468,1468,1,1,0,0.00000486,0.07932,0.54132,0.000001,0.169169616,0.12891,0.415317164
E2F4,1.292,16,11,0,11.09491,150,46,56.55,2948.538462,5014,13,2,11,0.000001562,0.87542,0.29794,0.666590297,-0.736552314,0.96838,1
