Gene	GDI_Phred
AGGF1	6.57957
RMND1	6.58058
ICAM3	6.58159
IQCC	6.58260
DFNA5	6.58361
GPN1	6.58462
ALDH3B2	6.58564
DLX6	6.58665
RASSF4	6.58766
C1S	6.58867
CD320	6.58968
SOAT1	6.59070
R3HCC1	6.59171
CAPN13	6.59272
FBXL13	6.59374
IQSEC1	6.59475
CCM2	6.59576
MIA2	6.59678
APOBEC2	6.59779
LUZPP1	6.59881
ASCC1	6.59982
DUOX2	6.60084
TFRC	6.60185
SLC2A4	6.60287
AC087477.1	6.60388
SSPN	6.60490
ZFYVE20	6.60592
SGSH	6.60693
LTBP2	6.60795
ZNF573	6.60897
SKA3	6.60998
MSH5	6.61100
FAM189A1	6.61202
C9orf43	6.61304
KIAA1210	6.61405
IL17RC	6.61507
C16orf3	6.61609
BCL6	6.61711
FAM83A	6.61813
UPP2	6.61915
SP140L	6.62017
HOXC4	6.62119
AC006372.1	6.62221
AFAP1L2	6.62323
OR8I2	6.62425
PRKAG3	6.62527
FLRT2	6.62629
AARS	6.62731
LRRIQ4	6.62833
SYCP2L	6.62936
TBX15	6.63038
OR5M9	6.63140
AMY2A	6.63242
TOPBP1	6.63344
DERL3	6.63447
NKTR	6.63549
SHANK2	6.63651
KRTAP26-1	6.63754
NUDT19	6.63856
PLEKHO2	6.63959
KRTAP27-1	6.64061
GPSM1	6.64163
PRKACG	6.64266
TMPO	6.64368
VSTM1	6.64471
KRT15	6.64574
CCDC173	6.64676
NKX1-2	6.64779
MAML2	6.64881
MFGE8	6.64984
MLXIP	6.65087
TBL3	6.65189
TNP2	6.65292
KIAA1024	6.65395
UBXN6	6.65498
DNAJC8	6.65601
EGFL7	6.65703
CYP2W1	6.65806
MEGF10	6.65909
MRS2	6.66012
CHADL	6.66115
TEX33	6.66218
CEACAM21	6.66321
MAML1	6.66424
DGCR14	6.66527
MARCH7	6.66630
SIPA1	6.66733
ZNF14	6.66836
PBOV1	6.66939
MANEA	6.67042
ACTR3C	6.67146
THEGL	6.67249
KLB	6.67352
ATG2B	6.67455
ABHD1	6.67558
CACTIN	6.67662
XDH	6.67765
UBE3D	6.67868
GALNT8	6.67972
TMEM78	6.68075
OR7C1	6.68179
PP13004	6.68282
BYSL	6.68385
PNMA2	6.68489
CLCNKA	6.68592
DENND1C	6.68696
TDRD10	6.68800
EGF	6.68903
C11orf89	6.69007
CTH	6.69110
DMRTB1	6.69214
UGT2A1	6.69318
SDHA	6.69421
JAKMIP3	6.69525
DMRT3	6.69629
PCDHB13	6.69733
PRDM16	6.69837
C17orf58	6.69940
GRM7	6.70044
MLTK	6.70148
TMEM82	6.70252
ARAP3	6.70356
FRRS1	6.70460
ZNF879	6.70564
SCML4	6.70668
CGB7	6.70772
RCN3	6.70876
DUPD1	6.70980
WDR92	6.71084
AC005008.2	6.71188
ST14	6.71293
OR51H1P	6.71397
COLEC11	6.71501
ABCC2	6.71605
VEZT	6.71709
C20orf26	6.71814
ZNF675	6.71918
CDK13	6.72022
CNDP1	6.72127
FSCB	6.72231
YARS2	6.72336
RSPH9	6.72440
WDR86	6.72544
FAM194A	6.72649
CTB-96E2.2	6.72753
CTXN3	6.72858
TXNDC8	6.72963
SIAE	6.73067
COX4I1	6.73172
GOLGA8I	6.73276
RILP	6.73381
GOLGA7B	6.73486
ISPD	6.73590
TANC1	6.73695
C16orf71	6.73800
SERGEF	6.73905
PARP12	6.74010
KMT2D	6.74114
THBS3	6.74219
HEXB	6.74324
SMYD1	6.74429
LYZL6	6.74534
ADAMTS12	6.74639
KRTAP9-1	6.74744
PCDHGA3	6.74849
LAMB2	6.74954
KHNYN	6.75059
PRCC	6.75164
MOCS1	6.75269
AL391152.1	6.75374
NRP1	6.75480
RAB40B	6.75585
CCDC104	6.75690
PCDHGC5	6.75795
IL17RB	6.75900
MBD1	6.76006
PHC1	6.76111
OR10G8	6.76216
RIC3	6.76322
ZNF846	6.76427
ATOH8	6.76533
OR2V1	6.76638
MRPL9	6.76744
SIK1	6.76849
PAM16	6.76955
OR8H3	6.77060
MUSK	6.77166
LRIF1	6.77271
CCDC74A	6.77377
CCDC159	6.77483
GLRA4	6.77588
NRXN2	6.77694
TAAR2	6.77800
B4GALT4	6.77905
ERCC8	6.78011
SEZ6L	6.78117
ITGA2	6.78223
CABP5	6.78329
SYNPO	6.78435
N6AMT1	6.78541
SLC5A11	6.78647
OR1J2	6.78752
CAMK2B	6.78858
ENTPD4	6.78964
CES1	6.79071
F2RL3	6.79177
RMDN1	6.79283
SLCO6A1	6.79389
SPECC1	6.79495
NIT1	6.79601
COMMD3	6.79707
FAM83E	6.79814
RIPK4	6.79920
OR10P1	6.80026
RTEL1	6.80132
NPPA	6.80239
PLEKHG2	6.80345
MERTK	6.80451
ENTPD7	6.80558
PILRB	6.80664
FAM124A	6.80771
FAM110D	6.80877
POLH	6.80984
CABIN1	6.81090
HCFC1R1	6.81197
CTA-299D3.8	6.81303
HYAL4	6.81410
DCBLD1	6.81517
SMPDL3B	6.81623
COL21A1	6.81730
INSC	6.81837
VENTX	6.81943
MRC1L1	6.82050
IRF6	6.82157
CHRNA5	6.82264
HSD17B14	6.82371
IARS	6.82478
FNDC9	6.82585
MMP14	6.82691
OR5H1	6.82798
SCLY	6.82905
KCNJ13	6.83012
KRTAP1-5	6.83119
HINFP	6.83226
TNFRSF10D	6.83334
ASGR2	6.83441
NMBR	6.83548
RGL2	6.83655
CEACAM18	6.83762
DKFZP779L1853	6.83869
MAP7D1	6.83977
GJE1	6.84084
VAX2	6.84191
GSE1	6.84299
PNPLA6	6.84406
OR5L2	6.84513
CCDC67	6.84621
KIAA1407	6.84728
NSMAF	6.84836
GIMAP7	6.84943
PINX1	6.85051
CYP4A11	6.85158
LHCGR	6.85266
SELP	6.85373
NRIP1	6.85481
UIMC1	6.85589
SUSD3	6.85696
ANGPTL4	6.85804
NUTM2A	6.85912
RBP1	6.86019
NCAPG	6.86127
NEK2	6.86235
PHRF1	6.86343
DEFB129	6.86451
SCRIB	6.86559
CALB2	6.86666
MIA3	6.86774
FBXO25	6.86882
AGRN	6.86990
FAM53A	6.87098
LRRCC1	6.87206
GABBR2	6.87315
KRT34	6.87423
KIAA0556	6.87531
MIIP	6.87639
ELAC2	6.87747
TRIM58	6.87855
ACAA1	6.87964
ENAM	6.88072
TREH	6.88180
RAET1E	6.88288
OR1Q1	6.88397
CRTAP	6.88505
ADM2	6.88613
ATMIN	6.88722
NDUFS7	6.88830
TICAM1	6.88939
TRIM69	6.89047
C2orf72	6.89156
FAM171A1	6.89264
OR8H2	6.89373
TNRC6C	6.89482
SLC4A1AP	6.89590
INPPL1	6.89699
C1orf87	6.89808
SLC17A3	6.89916
F2	6.90025
RBL2	6.90134
LGALS9B	6.90243
DCDC2C	6.90352
KRTAP5-7	6.90460
EEF2K	6.90569
GAK	6.90678
CHRNB1	6.90787
EPB41L4A-AS2	6.90896
EFCAB5	6.91005
PRAMEF4	6.91114
IFNL2	6.91223
OR4K5	6.91332
DAB2	6.91441
FAHD1	6.91551
STIM2	6.91660
SAMD9	6.91769
SLC38A4	6.91878
PKDCC	6.91987
KIAA1009	6.92097
UVRAG	6.92206
DDX58	6.92315
NADSYN1	6.92425
CUL3	6.92534
MTRF1L	6.92643
C18orf56	6.92753
PGR	6.92862
CYP2A13	6.92972
TCP10L2	6.93081
PAK7	6.93191
KIF26B	6.93300
ZHX2	6.93410
KAT6A	6.93520
MRPL10	6.93629
HIST1H1T	6.93739
BBX	6.93849
TEK	6.93958
EIF2AK1	6.94068
ABCG2	6.94178
BMP3	6.94288
TRAK2	6.94398
SLC35G6	6.94508
C8orf87	6.94617
NEXN	6.94727
EPHA8	6.94837
SLC17A4	6.94947
AC025278.1	6.95057
SYNGAP1	6.95167
ISG15	6.95277
TNFRSF1B	6.95388
WNT8B	6.95498
BCDIN3D	6.95608
CDC20B	6.95718
ZNF350	6.95828
RP3-422G23.4	6.95938
MIEF2	6.96049
CDKN1C	6.96159
AC096582.1	6.96269
SPEN	6.96380
FBXW9	6.96490
LINC01101	6.96600
DNAJC28	6.96711
ANKRD16	6.96821
C15orf65	6.96932
ZNF185	6.97042
CCDC77	6.97153
DCAF6	6.97264
ZNF667	6.97374
HIF1AN	6.97485
GOLGA6L6	6.97595
SH3RF3	6.97706
PPP2R2D	6.97817
RP11-597K23.2	6.97928
KRTAP13-2	6.98038
EMR2	6.98149
NID2	6.98260
SUSD2	6.98371
KREMEN1	6.98482
IRX3	6.98593
MLXIPL	6.98704
TAS2R41	6.98815
HDGFL1	6.98926
CCDC178	6.99037
PLBD1	6.99148
RECK	6.99259
AGAP1	6.99370
LCNL1	6.99481
KLC2	6.99592
PIGZ	6.99703
RYR2	6.99815
MS4A14	6.99926
ORC3	7.00037
NUF2	7.00148
NINL	7.00260
AVPR1B	7.00371
TMEM260	7.00483
LRRC8C	7.00594
AAMDC	7.00705
CAPN15	7.00817
EXOSC9	7.00928
STK35	7.01040
MEI1	7.01152
METTL4	7.01263
AKR7A2	7.01375
TNFAIP6	7.01486
UGT2B11	7.01598
GPR15	7.01710
ZP2	7.01822
CDA	7.01933
MYBL2	7.02045
ZNF572	7.02157
XBP1	7.02269
ANKFN1	7.02381
AKR1E2	7.02493
BZW2	7.02605
TELO2	7.02717
ZNF669	7.02829
LAD1	7.02941
ENTPD6	7.03053
DOPEY1	7.03165
C16orf89	7.03277
AEN	7.03389
CYS1	7.03501
MC1R	7.03613
CCRL2	7.03726
SMPD2	7.03838
DCAF8L2	7.03950
MSANTD1	7.04063
OSBPL5	7.04175
PLCB2	7.04287
GRID2	7.04400
RP11-297N6.4	7.04512
RP11-248J23.6	7.04625
HSF5	7.04737
KIAA1522	7.04850
INHBB	7.04962
ATP6V0A4	7.05075
FOXL2	7.05187
GGT2	7.05300
CABS1	7.05413
SLC4A7	7.05525
RTCB	7.05638
C19orf55	7.05751
DOC2A	7.05864
ALKBH3	7.05977
PON1	7.06089
MSH6	7.06202
ZNF44	7.06315
PRR24	7.06428
SEMA4B	7.06541
TMTC1	7.06654
SON	7.06767
BTBD16	7.06880
RHD	7.06993
ITGBL1	7.07106
MDM1	7.07219
SERPINA3	7.07333
HADH	7.07446
PSMB3	7.07559
KRTAP9-6	7.07672
CGB1	7.07786
BSN	7.07899
C1orf94	7.08012
HHIPL2	7.08126
C6orf15	7.08239
TRH	7.08353
MLC1	7.08466
ITGA3	7.08579
MRPL28	7.08693
COL23A1	7.08807
STXBP5L	7.08920
MEOX1	7.09034
EPDR1	7.09147
FAM170A	7.09261
TRIM41	7.09375
HOXA4	7.09489
MTUS1	7.09602
AQP12A	7.09716
KRT79	7.09830
TRMU	7.09944
GCNT1	7.10058
TMBIM1	7.10172
AKR1CL1	7.10285
FAM98C	7.10399
FGFBP2	7.10513
RTN4	7.10628
ETNK2	7.10742
IL6R	7.10856
SLC7A3	7.10970
YAE1D1	7.11084
AQP11	7.11198
AP001888.1	7.11312
ZNF90	7.11427
PGLYRP2	7.11541
SPRY2	7.11655
HEATR6	7.11769
SPAG1	7.11884
ZSCAN5B	7.11998
CNGA2	7.12113
ANKRD53	7.12227
SLC37A2	7.12342
WDHD1	7.12456
SP110	7.12571
HELQ	7.12685
LAMTOR5	7.12800
SBNO1	7.12914
CARS	7.13029
LIPT2	7.13144
GPANK1	7.13259
ZNF862	7.13373
MEFV	7.13488
UQCR10	7.13603
ZNF337	7.13718
EN2	7.13833
SERPINB7	7.13948
OR4K2	7.14062
C3orf49	7.14177
TRIB3	7.14292
MIS18BP1	7.14407
NUDT22	7.14523
NUDT7	7.14638
M6PR	7.14753
CRISP3	7.14868
SUN2	7.14983
PPFIA4	7.15098
METTL22	7.15214
GLIS1	7.15329
AC135983.2	7.15444
CPZ	7.15559
PHLDB2	7.15675
THEG	7.15790
ACSBG2	7.15906
TECPR1	7.16021
DSC2	7.16137
UTP20	7.16252
ZFP69B	7.16368
LCE1F	7.16483
FCRL6	7.16599
ZNF543	7.16715
BRIX1	7.16830
RHOBTB3	7.16946
FLJ00273	7.17062
PRAM1	7.17177
LRRC26	7.17293
NEK1	7.17409
SPHKAP	7.17525
DCSTAMP	7.17641
ARMCX4	7.17757
ZNF510	7.17873
ZNF596	7.17989
NRN1L	7.18105
COQ5	7.18221
COL12A1	7.18337
PTPLA	7.18453
ADAM21	7.18569
MCTP2	7.18685
MKRN1	7.18801
METTL2B	7.18918
ZSCAN32	7.19034
APLP2	7.19150
SLFNL1	7.19266
PPIC	7.19383
FAM71E2	7.19499
CNTN3	7.19616
ASZ1	7.19732
GOLGA5	7.19849
CYB5R1	7.19965
ZNF891	7.20082
IFT140	7.20198
HORMAD1	7.20315
TMCO3	7.20431
CEP152	7.20548
DNAJC11	7.20665
CCDC40	7.20782
UNC45B	7.20898
CARD9	7.21015
CLDN17	7.21132
PHACTR2	7.21249
KIF2C	7.21366
BUD13	7.21483
PDCD1LG2	7.21599
WBSCR16	7.21716
NPR1	7.21833
PREX2	7.21951
PRPS1L1	7.22068
ATAD3A	7.22185
ZNF839	7.22302
RP11-89K11.1	7.22419
SLC6A17	7.22536
AC006455.1	7.22653
ERN2	7.22771
PDPR	7.22888
PDZRN3	7.23005
UBXN11	7.23123
PAMR1	7.23240
PRIM1	7.23358
KIAA0226	7.23475
WDR31	7.23592
FAM71C	7.23710
PHACTR4	7.23828
CASP7	7.23945
CALML6	7.24063
B4GALNT4	7.24180
TGFBR3	7.24298
C6orf201	7.24416
IL27	7.24534
PLA2G4E	7.24651
NOSTRIN	7.24769
FGD5	7.24887
OR4A5	7.25005
SSR1	7.25123
MYBPH	7.25241
MPDZ	7.25359
P2RX3	7.25477
DMP1	7.25595
MYBPC1	7.25713
KIAA1279	7.25831
DMPK	7.25949
RASSF7	7.26067
C10orf118	7.26185
CLYBL	7.26304
RP11-503N18.3	7.26422
ERLIN1	7.26540
LMF1	7.26658
TGM3	7.26777
TMEM17	7.26895
TYRO3	7.27014
APOC4	7.27132
RNF168	7.27250
PALM3	7.27369
CCDC9	7.27488
APOE	7.27606
AC008443.1	7.27725
NCAM1	7.27843
CYP26B1	7.27962
MRPL4	7.28081
AC012313.1	7.28199
EFCAB3	7.28318
SLC41A3	7.28437
PNPLA5	7.28556
AK4	7.28675
FUT8	7.28794
PCDHB10	7.28913
HDGF	7.29032
TRPT1	7.29151
SPPL2C	7.29270
CALHM3	7.29389
OR5I1	7.29508
ZXDA	7.29627
HOXD4	7.29746
POP1	7.29865
BMP15	7.29985
CCSER1	7.30104
DLL3	7.30223
ABTB2	7.30342
OR2T5	7.30462
OMA1	7.30581
HERC6	7.30701
SERPING1	7.30820
NAT16	7.30940
PRSS46	7.31059
ASCL5	7.31179
ADTRP	7.31298
OR13D1	7.31418
SOD3	7.31537
LRP8	7.31657
ERVV-2	7.31777
FFAR4	7.31897
C2orf91	7.32016
DACT2	7.32136
PTPRD	7.32256
GPR55	7.32376
CXorf64	7.32496
TCHH	7.32616
SPSB2	7.32736
GABBR1	7.32856
FSCN3	7.32976
ESPN	7.33096
CTD-2162K18.4	7.33216
TMEM232	7.33336
ZNF195	7.33456
TMEM261	7.33577
SULT1C4	7.33697
SLC16A6	7.33817
KIAA1462	7.33938
RIN2	7.34058
WDR46	7.34178
PP2D1	7.34299
FAM207A	7.34419
ACTR1B	7.34540
RPS6KA1	7.34660
ZNF175	7.34781
SH2B1	7.34901
ITGAM	7.35022
RP1-32I10.10	7.35143
PHLPP2	7.35263
POTEJ	7.35384
CXorf22	7.35505
ZSWIM2	7.35626
LOXL3	7.35746
CMTR2	7.35867
TTC13	7.35988
TRIM63	7.36109
SHISA3	7.36230
SERPINA7	7.36351
PPAN	7.36472
FAM83H	7.36593
TAS2R31	7.36714
C6orf57	7.36835
ACVR1C	7.36956
USF2	7.37078
SORL1	7.37199
SERPINB8	7.37320
OR4K14	7.37441
NPW	7.37563
TOM1	7.37684
CISD3	7.37806
AGMAT	7.37927
FSD2	7.38048
PRTN3	7.38170
RASGRP1	7.38291
RASIP1	7.38413
RAD23B	7.38535
ZNF607	7.38656
IFT80	7.38778
C18orf64	7.38900
LRRC6	7.39021
SPATA21	7.39143
C2orf50	7.39265
ARHGEF11	7.39387
SLC44A1	7.39509
NIPAL1	7.39631
GBP1	7.39752
PRCP	7.39874
LYST	7.39996
HAUS6	7.40118
MCM7	7.40241
NPFFR1	7.40363
FGFRL1	7.40485
TTC7A	7.40607
IGSF5	7.40729
ANKRD6	7.40851
POTEM	7.40974
ZACN	7.41096
RPL29	7.41218
TRIM31	7.41341
RIBC2	7.41463
EMC1	7.41586
TYK2	7.41708
SMPD1	7.41831
IRF3	7.41953
SLC38A7	7.42076
GRM8	7.42199
BPIFC	7.42321
CD200	7.42444
DOT1L	7.42567
NAV1	7.42689
ESPL1	7.42812
PRTG	7.42935
CPN2	7.43058
AC022210.1	7.43181
AHRR	7.43304
NCLN	7.43427
HLA-G	7.43550
LCE2B	7.43673
ZBED3	7.43796
CCDC79	7.43919
CTNNBL1	7.44042
MTRNR2L5	7.44165
SETX	7.44289
C22orf43	7.44412
PRSS16	7.44535
CRELD2	7.44658
PRSS45	7.44782
KLHDC4	7.44905
TAS2R38	7.45029
DDX54	7.45152
MS4A6E	7.45276
KCNJ9	7.45399
SECISBP2L	7.45523
UNC13A	7.45646
PIP4K2A	7.45770
UGT2A2	7.45894
INPP5A	7.46017
FANCE	7.46141
UPK1A	7.46265
HNRNPA1L2	7.46389
PCDHB3	7.46513
CNGA1	7.46636
MDP1	7.46760
AC091150.1	7.46884
KRTAP5-6	7.47008
EMR3	7.47132
RBAK-RBAKDN	7.47256
TBCK	7.47380
SMAP1	7.47505
FAM136A	7.47629
EXD3	7.47753
KMT2B	7.47877
DNAJC30	7.48002
FAM185A	7.48126
TMEM70	7.48250
ABCC4	7.48375
GPR110	7.48499
TPPP2	7.48623
PEG3	7.48748
CEP85	7.48872
OLFML1	7.48997
DDHD2	7.49122
RAB40AL	7.49246
FAAH	7.49371
GJA4	7.49496
RFTN1	7.49620
KCNMB1	7.49745
TRANK1	7.49870
SLC25A19	7.49995
AC016757.3	7.50120
SELE	7.50245
FAM83G	7.50370
MKKS	7.50495
OXTR	7.50620
GNB1L	7.50745
CDH15	7.50870
ADAMTS9	7.50995
C10orf62	7.51120
ADAM33	7.51245
IRX5	7.51371
UPF3A	7.51496
CCNH	7.51621
HSDL1	7.51747
TRPM1	7.51872
MLIP	7.51997
OGFOD3	7.52123
WDR63	7.52248
KIF17	7.52374
CHD8	7.52499
OCEL1	7.52625
ZFPM1	7.52751
ZFAND4	7.52876
CCDC19	7.53002
ZNF432	7.53128
NBPF3	7.53254
MST1	7.53379
TIPIN	7.53505
C8orf34	7.53631
IL37	7.53757
AC018512.1	7.53883
ZNF473	7.54009
FSTL5	7.54135
LINGO4	7.54261
AR	7.54387
TSPYL6	7.54514
OR52A1	7.54640
CLEC19A	7.54766
FNDC7	7.54892
CD200R1L	7.55019
GTF2E1	7.55145
ASIC2	7.55271
OR6C4	7.55398
C16orf95	7.55524
FAM160A2	7.55651
NOL10	7.55777
OR6N1	7.55904
PUS7L	7.56030
NUPL1	7.56157
PSTPIP2	7.56284
SDR42E2	7.56410
ATXN1L	7.56537
GRTP1	7.56664
FAM46B	7.56791
C4orf21	7.56918
SIGLEC11	7.57044
FAM107A	7.57171
TGS1	7.57298
WWTR1	7.57425
MTMR2	7.57552
OR7D4	7.57679
ARHGEF40	7.57807
NKAIN3	7.57934
NLRP2	7.58061
NUDT6	7.58188
DYNC2LI1	7.58315
WDR60	7.58443
FCGR2B	7.58570
MYLK3	7.58697
FOXQ1	7.58825
ODAM	7.58952
IFT88	7.59080
SCN10A	7.59207
FAM221B	7.59335
GFPT2	7.59462
RAET1L	7.59590
DUSP16	7.59718
MYZAP	7.59846
SLC9B2	7.59973
PSMB4	7.60101
HMHA1	7.60229
PROK1	7.60357
SOWAHA	7.60485
RP9	7.60613
CCER2	7.60741
POLR1A	7.60869
CCDC154	7.60997
AL645922.1	7.61125
CEP57	7.61253
SCAF11	7.61381
CGB2	7.61509
BST1	7.61637
CTAGE15	7.61766
ZMIZ2	7.61894
ANKRD60	7.62022
PSMB9	7.62151
SCARA5	7.62279
REV3L	7.62408
MYCT1	7.62536
TRIM15	7.62665
FOXC1	7.62793
RP11-1407O15.2	7.62922
CINP	7.63051
GALNS	7.63179
ACADS	7.63308
MLH1	7.63437
TNKS1BP1	7.63566
NANS	7.63695
MZT2A	7.63823
WRAP53	7.63952
ITGA10	7.64081
BCHE	7.64210
IBTK	7.64339
AP000679.2	7.64468
LYRM2	7.64598
PSMB8	7.64727
HYAL2	7.64856
RBM33	7.64985
OR1N1	7.65114
USP53	7.65244
GOLGA8H	7.65373
PXT1	7.65502
PCSK6	7.65632
CERKL	7.65761
B3GNT7	7.65891
TLN1	7.66020
OR5A2	7.66150
C4orf6	7.66280
VPS53	7.66409
ARMC4	7.66539
MYO1G	7.66669
NMNAT2	7.66799
FPR1	7.66928
C1R	7.67058
MPV17L2	7.67188
WDR65	7.67318
SIPA1L3	7.67448
RSC1A1	7.67578
NPAT	7.67708
ST7L	7.67838
ZNF641	7.67968
ART4	7.68098
ADAM15	7.68229
KRT28	7.68359
MRPL23	7.68489
GEN1	7.68619
P2RY2	7.68750
C2CD4B	7.68880
ZNF532	7.69011
MUTYH	7.69141
ZNF704	7.69272
LRRC61	7.69402
TPSG1	7.69533
C5orf38	7.69663
MCMDC2	7.69794
ANO2	7.69925
KIAA0319	7.70056
BTN3A2	7.70186
PRSS55	7.70317
OR10V1	7.70448
KIAA1239	7.70579
ZNF92	7.70710
ZNF568	7.70841
NUDCD3	7.70972
KRTAP4-9	7.71103
RPAP1	7.71234
SIGLEC5	7.71365
LIFR	7.71496
PRED58	7.71628
TSPYL5	7.71759
TRAPPC10	7.71890
VWA3B	7.72022
NDC80	7.72153
SYCE1	7.72284
CHD1	7.72416
OR6C3	7.72547
SMCO1	7.72679
PODN	7.72811
GALM	7.72942
CPNE7	7.73074
BLZF1	7.73205
AL596220.1	7.73337
CETN3	7.73469
GPR126	7.73601
UBA6	7.73733
GMNN	7.73865
GIGYF1	7.73997
FAM131B	7.74129
KIAA0226L	7.74261
DYSF	7.74393
SIDT1	7.74525
BATF3	7.74657
SENP6	7.74789
TJP1	7.74921
USP16	7.75054
CHD9	7.75186
PTPN12	7.75318
SDR42E1	7.75451
SPATA6L	7.75583
MYH9	7.75715
MCM10	7.75848
ARHGEF4	7.75981
CHSY1	7.76113
CSPP1	7.76246
CCDC41	7.76378
CALU	7.76511
GIPR	7.76644
GDPGP1	7.76777
GOLGA8K	7.76910
CLN3	7.77042
VPS54	7.77175
ANKRD27	7.77308
HSPBAP1	7.77441
ETNPPL	7.77574
PPAP2C	7.77707
NPR3	7.77840
C17orf107	7.77974
XRCC1	7.78107
LCE1E	7.78240
COA7	7.78373
ALDH5A1	7.78507
VKORC1L1	7.78640
ETV3L	7.78773
CSGALNACT2	7.78907
LEPRE1	7.79040
STRA6	7.79174
ERVMER34-1	7.79307
ZNF598	7.79441
PRDM14	7.79575
HLA-F	7.79708
IER5L	7.79842
GSTT2	7.79976
FDXR	7.80110
BMP2K	7.80244
SLC4A4	7.80377
FANCA	7.80511
ZNF33A	7.80645
UNC13D	7.80779
CLDN5	7.80913
EFCAB8	7.81048
AP001055.1	7.81182
POLR1E	7.81316
PRSS38	7.81450
TRIM16L	7.81584
SLC22A18	7.81719
NBPF10	7.81853
GALP	7.81987
PSMB1	7.82122
ALPL	7.82256
MUC21	7.82391
DGKH	7.82525
HES4	7.82660
ADAMTS7	7.82795
SCARF1	7.82929
AC002472.13	7.83064
ZNF112	7.83199
HTR3D	7.83334
PIWIL4	7.83469
CCDC61	7.83603
SDCCAG3	7.83738
CDPF1	7.83873
RIMBP3	7.84008
OR10Z1	7.84143
RP11-830F9.6	7.84279
C19orf10	7.84414
CUL4A	7.84549
PHF21A	7.84684
ELMO3	7.84819
ASMT	7.84955
SPATS2L	7.85090
FAM179B	7.85225
GJB4	7.85361
RNF149	7.85496
PKD2	7.85632
INSRR	7.85768
DENND4C	7.85903
DENND3	7.86039
PABPC1L	7.86174
ZNF93	7.86310
CD86	7.86446
SSH2	7.86582
ITGB5	7.86718
NMS	7.86854
PPP1R17	7.86990
MRPL40	7.87126
KIAA0408	7.87262
PPP2R5C	7.87398
EXOC3L1	7.87534
OR14I1	7.87670
AC069547.2	7.87806
SPCS1	7.87942
MYH14	7.88079
ZNF497	7.88215
GART	7.88351
OR5H15	7.88488
CTD-2116N17.1	7.88624
PPFIBP2	7.88761
STK4	7.88897
MPEG1	7.89034
KXD1	7.89171
PEMT	7.89307
AARD	7.89444
CRTC2	7.89581
OR10J1	7.89718
FAM86B2	7.89854
CDCA2	7.89991
ZP4	7.90128
DCLRE1B	7.90265
P2RX4	7.90402
YIPF1	7.90539
LIPF	7.90676
SEC16A	7.90814
MTERFD2	7.90951
OR5W2	7.91088
ZNF99	7.91225
MYO5A	7.91363
GAA	7.91500
HOXD1	7.91637
AC008267.1	7.91775
CTU1	7.91912
AMPD2	7.92050
VILL	7.92187
LSS	7.92325
ARHGAP25	7.92463
TBX1	7.92600
CLDN6	7.92738
ACAT1	7.92876
SRPX	7.93014
FBXO36	7.93152
BRINP2	7.93290
SPINK2	7.93428
ZUFSP	7.93566
AC079354.1	7.93704
C15orf39	7.93842
KCNK4	7.93980
NDUFAF1	7.94118
PRRC2B	7.94257
TCF20	7.94395
AC079210.1	7.94533
CYB5R2	7.94672
AMTN	7.94810
FCRLB	7.94948
ZNF446	7.95087
STK40	7.95225
BHMT	7.95364
FAM210B	7.95503
HIF3A	7.95641
OR8J1	7.95780
DDX59	7.95919
PCDHGA4	7.96058
BBS9	7.96197
ZSCAN29	7.96335
CPM	7.96474
PIK3CG	7.96613
LRRC24	7.96752
AL136376.1	7.96892
PSAPL1	7.97031
MMRN2	7.97170
UBAC1	7.97309
PCDHGB2	7.97448
FAM175A	7.97588
CCDC15	7.97727
WDR3	7.97866
TMC3	7.98006
GALNT4	7.98145
TCEB2	7.98285
CDHR5	7.98424
TRPV6	7.98564
TTC16	7.98704
ZNF788	7.98843
DLG1	7.98983
FAM73B	7.99123
TCHP	7.99263
CCDC91	7.99403
EBLN2	7.99543
AXIN2	7.99683
DCAF4	7.99823
H1FNT	7.99963
SLC24A1	8.00103
STK32C	8.00243
RRP7A	8.00383
NFATC1	8.00523
DCDC2	8.00664
PSG9	8.00804
PIDD	8.00945
TAMM41	8.01085
PDE3A	8.01225
FERD3L	8.01366
ZFPM2	8.01507
HPS5	8.01647
NEDD4	8.01788
TRIM65	8.01929
KCTD3	8.02069
IQCF6	8.02210
OXSR1	8.02351
OR51B4	8.02492
GPIHBP1	8.02633
MPDU1	8.02774
DZIP1	8.02915
ARRDC2	8.03056
CABLES1	8.03197
SYT6	8.03338
EFCAB12	8.03479
PNP	8.03621
AFTPH	8.03762
HSPA1A	8.03903
CYP4V2	8.04045
FAM217A	8.04186
BLMH	8.04328
SLFN12L	8.04469
LRRC34	8.04611
NDOR1	8.04752
ZWILCH	8.04894
LRRC41	8.05036
AC116407.2	8.05177
GIMAP6	8.05319
CPB2	8.05461
CHST3	8.05603
OR6B1	8.05745
CASP9	8.05887
WNK4	8.06029
RNF135	8.06171
ANXA4	8.06313
TCN2	8.06455
OR10G9	8.06598
AC017104.2	8.06740
A2M	8.06882
CNTNAP3	8.07025
BRD8	8.07167
IGSF9	8.07309
FBXO24	8.07452
RFX2	8.07595
LMLN	8.07737
CBLC	8.07880
ZNF546	8.08022
AFAP1	8.08165
PARK2	8.08308
SLC25A2	8.08451
RP11-113D6.10	8.08594
ERI2	8.08737
CELSR2	8.08880
SDK1	8.09023
OR52I1	8.09166
ZNF768	8.09309
